----------------------------------LAWS----------------------------------
Law #0: 903, complexity: 28;
	Law #80 Criterion: 499;
	Law #81 Criterion: 1117;
	Law #84 Criterion: 167;
	Law #88 Criterion: 1291;
	Law #94 Criterion: 467;
	Law #95 Criterion: 1787;
	Law #96 Criterion: 173;
	Law #97 Criterion: 647;
	Law #98 Criterion: 659;
	Law #100 Criterion: 1373;
	Law #102 Criterion: 743;
	Law #104 Criterion: 919;
	Law #105 Criterion: 1361;
	Law #106 Criterion: 401;
	Law #114 Criterion: 439;
	Law #115 Criterion: 659;
	Law #121 Criterion: 1231;
	Law #128 Criterion: 941;
	Law #129 Criterion: 641;
	Law #130 Criterion: 739;
	Law #133 Criterion: 971;
	Law #137 Criterion: 409;
	Law #138 Criterion: 359;
	Law #141 Criterion: 1613;
	Law #143 Criterion: 1237;
	Law #144 Criterion: 883;
	Law #145 Criterion: 1061;
	Law #146 Criterion: 1399;
	Law #148 Criterion: 317;
	Law #149 Criterion: 863;
	Law #151 Criterion: 449;
	Law #152 Criterion: 967;
	Law #156 Criterion: 1993;
	Law #160 Criterion: 1999;
	Law #164 Criterion: 257;
	Law #167 Criterion: 383;
	Law #168 Criterion: 1787;
	Law #170 Criterion: 661;
	Law #174 Criterion: 11;
	Law #175 Criterion: 1093;
	Law #176 Criterion: 521;
Person #130
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #2 Criterion: 1321;
	Law #7 Criterion: 1637;
	Law #10 Criterion: 1289;
	Law #11 Criterion: 67;
	Law #12 Criterion: 1423;
	Law #13 Criterion: 1783;
	Law #14 Criterion: 719;
	Law #16 Criterion: 233;
	Law #18 Criterion: 1657;
	Law #19 Criterion: 1031;
	Law #20 Criterion: 157;
	Law #22 Criterion: 271;
	Law #24 Criterion: 443;
	Law #27 Criterion: 577;
	Law #29 Criterion: 1451;
	Law #31 Criterion: 547;
	Law #32 Criterion: 17;
	Law #33 Criterion: 547;
	Law #36 Criterion: 1181;
	Law #37 Criterion: 877;
	Law #38 Criterion: 1951;
	Law #41 Criterion: 1741;
	Law #43 Criterion: 233;
	Law #44 Criterion: 227;
	Law #45 Criterion: 1301;
	Law #49 Criterion: 1879;
	Law #50 Criterion: 757;
	Law #52 Criterion: 1597;
	Law #54 Criterion: 701;
	Law #55 Criterion: 1303;
	Law #58 Criterion: 263;
	Law #59 Criterion: 463;
	Law #60 Criterion: 863;
	Law #61 Criterion: 1627;
	Law #62 Criterion: 461;
	Law #63 Criterion: 1931;
	Law #66 Criterion: 269;
	Law #68 Criterion: 919;
	Law #71 Criterion: 709;
	Law #72 Criterion: 433;
	Law #73 Criterion: 1439;
	Law #74 Criterion: 271;
	Law #75 Criterion: 1657;
	Law #76 Criterion: 1123;
	Law #79 Criterion: 1669;
	Law #80 Criterion: 1567;
	Law #81 Criterion: 1723;
	Law #82 Criterion: 1523;
	Law #87 Criterion: 199;
	Law #89 Criterion: 1667;
	Law #92 Criterion: 599;
	Law #94 Criterion: 1907;
	Law #95 Criterion: 1987;
	Law #99 Criterion: 449;
	Law #101 Criterion: 1523;
	Law #103 Criterion: 197;
	Law #104 Criterion: 1811;
	Law #105 Criterion: 1319;
	Law #106 Criterion: 761;
	Law #107 Criterion: 1753;
	Law #108 Criterion: 1789;
	Law #110 Criterion: 181;
	Law #111 Criterion: 797;
	Law #112 Criterion: 1979;
	Law #117 Criterion: 1607;
	Law #119 Criterion: 1619;
	Law #120 Criterion: 521;
	Law #123 Criterion: 857;
	Law #124 Criterion: 241;
	Law #128 Criterion: 1213;
	Law #129 Criterion: 1249;
	Law #130 Criterion: 461;
	Law #131 Criterion: 541;
	Law #134 Criterion: 1847;
	Law #135 Criterion: 787;
	Law #136 Criterion: 1811;
	Law #137 Criterion: 1409;
	Law #140 Criterion: 103;
	Law #141 Criterion: 1493;
	Law #142 Criterion: 373;
	Law #143 Criterion: 643;
	Law #147 Criterion: 1063;
	Law #148 Criterion: 269;
	Law #150 Criterion: 173;
	Law #152 Criterion: 1901;
	Law #154 Criterion: 1583;
	Law #155 Criterion: 1019;
	Law #158 Criterion: 151;
	Law #159 Criterion: 941;
	Law #161 Criterion: 907;
	Law #164 Criterion: 139;
	Law #165 Criterion: 313;
	Law #166 Criterion: 53;
	Law #167 Criterion: 1031;
	Law #168 Criterion: 1117;
	Law #171 Criterion: 313;
	Law #172 Criterion: 89;
	Law #173 Criterion: 1439;
Person #131
Wants to be in party: 0
Strategy of voting: own_voting
Votes for:
	Law #4 Criterion: 1847;
	Law #5 Criterion: 1709;
	Law #11 Criterion: 283;
	Law #12 Criterion: 653;
	Law #13 Criterion: 1063;
	Law #14 Criterion: 773;
	Law #15 Criterion: 1151;
	Law #16 Criterion: 1879;
	Law #18 Criterion: 1889;
	Law #20 Criterion: 1511;
	Law #21 Criterion: 1951;
	Law #22 Criterion: 313;
	Law #23 Criterion: 283;
	Law #24 Criterion: 947;
	Law #25 Criterion: 1483;
	Law #28 Criterion: 463;
	Law #29 Criterion: 1787;
	Law #30 Criterion: 757;
	Law #31 Criterion: 821;
	Law #32 Criterion: 409;
	Law #33 Criterion: 1993;
	Law #34 Criterion: 1951;
	Law #40 Criterion: 1321;
	Law #42 Criterion: 1493;
	Law #43 Criterion: 1627;
	Law #44 Criterion: 1787;
	Law #46 Criterion: 743;
	Law #48 Criterion: 991;
	Law #49 Criterion: 1777;
	Law #50 Criterion: 1601;
	Law #51 Criterion: 439;
	Law #52 Criterion: 571;
	Law #54 Criterion: 1223;
	Law #55 Criterion: 1367;
	Law #57 Criterion: 1951;
	Law #58 Criterion: 1579;
	Law #60 Criterion: 1301;
	Law #61 Criterion: 1297;
	Law #62 Criterion: 769;
	Law #63 Criterion: 1619;
	Law #72 Criterion: 1453;
	Law #73 Criterion: 983;
	Law #74 Criterion: 293;
	Law #75 Criterion: 269;
	Law #77 Criterion: 1409;
	Law #78 Criterion: 1151;
	Law #79 Criterion: 1171;
	Law #82 Criterion: 1279;
	Law #83 Criterion: 11;
	Law #87 Criterion: 1451;
	Law #88 Criterion: 859;
	Law #90 Criterion: 1381;
	Law #91 Criterion: 1319;
	Law #92 Criterion: 719;
	Law #95 Criterion: 379;
	Law #98 Criterion: 1301;
	Law #99 Criterion: 1867;
	Law #102 Criterion: 1721;
	Law #105 Criterion: 41;
	Law #106 Criterion: 29;
	Law #109 Criterion: 227;
	Law #114 Criterion: 739;
	Law #115 Criterion: 911;
	Law #116 Criterion: 761;
	Law #120 Criterion: 31;
	Law #122 Criterion: 769;
	Law #123 Criterion: 883;
	Law #125 Criterion: 683;
	Law #134 Criterion: 929;
	Law #138 Criterion: 1063;
	Law #140 Criterion: 449;
	Law #141 Criterion: 1201;
	Law #145 Criterion: 1013;
	Law #146 Criterion: 1489;
	Law #147 Criterion: 1301;
	Law #148 Criterion: 911;
	Law #149 Criterion: 983;
	Law #151 Criterion: 31;
	Law #152 Criterion: 1787;
	Law #153 Criterion: 1669;
	Law #154 Criterion: 563;
	Law #155 Criterion: 1009;
	Law #156 Criterion: 1697;
	Law #157 Criterion: 1291;
	Law #158 Criterion: 181;
	Law #160 Criterion: 997;
	Law #161 Criterion: 1367;
	Law #167 Criterion: 1787;
	Law #169 Criterion: 1949;
	Law #170 Criterion: 181;
	Law #171 Criterion: 1303;
	Law #176 Criterion: 659;
Person #132
Wants to be in party: 0
Strategy of voting: random
Votes for:
	Law #0 Criterion: 439;
	Law #3 Criterion: 457;
	Law #5 Criterion: 269;
	Law #8 Criterion: 359;
	Law #10 Criterion: 1783;
	Law #11 Criterion: 3;
	Law #12 Criterion: 1297;
	Law #15 Criterion: 1579;
	Law #17 Criterion: 193;
	Law #18 Criterion: 787;
	Law #20 Criterion: 1571;
	Law #21 Criterion: 719;
	Law #22 Criterion: 509;
	Law #28 Criterion: 563;
	Law #29 Criterion: 131;
	Law #30 Criterion: 23;
	Law #31 Criterion: 839;
	Law #33 Criterion: 1289;
	Law #36 Criterion: 1163;
	Law #42 Criterion: 1291;
	Law #43 Criterion: 197;
	Law #44 Criterion: 1171;
	Law #45 Criterion: 383;
	Law #46 Criterion: 821;
	Law #47 Criterion: 1109;
	Law #48 Criterion: 877;
	Law #50 Criterion: 587;
	Law #53 Criterion: 1171;
	Law #57 Criterion: 977;
	Law #58 Criterion: 1129;
	Law #59 Criterion: 1031;
	Law #60 Criterion: 233;
	Law #62 Criterion: 887;
	Law #64 Criterion: 127;
	Law #66 Criterion: 1279;
	Law #71 Criterion: 1229;
	Law #73 Criterion: 1931;
	Law #74 Criterion: 1109;
	Law #76 Criterion: 1571;
	Law #77 Criterion: 827;
	Law #78 Criterion: 431;
	Law #81 Criterion: 421;
	Law #84 Criterion: 181;
	Law #87 Criterion: 163;
	Law #89 Criterion: 1889;
	Law #92 Criterion: 1823;
	Law #94 Criterion: 1987;
	Law #95 Criterion: 709;
	Law #96 Criterion: 1583;
	Law #97 Criterion: 19;
	Law #100 Criterion: 181;
	Law #101 Criterion: 479;
	Law #102 Criterion: 577;
	Law #103 Criterion: 1483;
	Law #104 Criterion: 907;
	Law #107 Criterion: 1013;
	Law #109 Criterion: 163;
	Law #111 Criterion: 1559;
	Law #116 Criterion: 857;
	Law #117 Criterion: 1753;
	Law #121 Criterion: 1621;
	Law #123 Criterion: 331;
	Law #126 Criterion: 59;
	Law #127 Criterion: 1399;
	Law #129 Criterion: 31;
	Law #131 Criterion: 43;
	Law #132 Criterion: 467;
	Law #133 Criterion: 11;
	Law #134 Criterion: 181;
	Law #135 Criterion: 1931;
	Law #137 Criterion: 13;
	Law #140 Criterion: 43;
	Law #142 Criterion: 29;
	Law #148 Criterion: 1013;
	Law #151 Criterion: 439;
	Law #152 Criterion: 827;
	Law #153 Criterion: 1657;
	Law #154 Criterion: 1901;
	Law #155 Criterion: 173;
	Law #159 Criterion: 1559;
	Law #162 Criterion: 1061;
	Law #165 Criterion: 61;
	Law #166 Criterion: 1549;
	Law #172 Criterion: 433;
	Law #175 Criterion: 173;
	Law #176 Criterion: 1901;
Person #133
Wants to be in party: 0
Strategy of voting: own_voting
Votes for:
	Law #2 Criterion: 953;
	Law #3 Criterion: 1531;
	Law #4 Criterion: 101;
	Law #7 Criterion: 421;
	Law #8 Criterion: 857;
	Law #9 Criterion: 1907;
	Law #11 Criterion: 823;
	Law #15 Criterion: 31;
	Law #16 Criterion: 23;
	Law #21 Criterion: 1609;
	Law #22 Criterion: 173;
	Law #23 Criterion: 1019;
	Law #24 Criterion: 1499;
	Law #25 Criterion: 1933;
	Law #26 Criterion: 487;
	Law #27 Criterion: 863;
	Law #29 Criterion: 17;
	Law #33 Criterion: 653;
	Law #39 Criterion: 293;
	Law #40 Criterion: 7;
	Law #41 Criterion: 953;
	Law #42 Criterion: 233;
	Law #44 Criterion: 487;
	Law #47 Criterion: 577;
	Law #48 Criterion: 2;
	Law #51 Criterion: 1879;
	Law #53 Criterion: 1867;
	Law #54 Criterion: 1951;
	Law #56 Criterion: 479;
	Law #57 Criterion: 269;
	Law #58 Criterion: 1979;
	Law #60 Criterion: 593;
	Law #61 Criterion: 1723;
	Law #62 Criterion: 907;
	Law #64 Criterion: 1103;
	Law #66 Criterion: 743;
	Law #69 Criterion: 881;
	Law #72 Criterion: 101;
	Law #74 Criterion: 547;
	Law #77 Criterion: 293;
	Law #80 Criterion: 619;
	Law #81 Criterion: 1489;
	Law #85 Criterion: 43;
	Law #88 Criterion: 271;
	Law #89 Criterion: 47;
	Law #91 Criterion: 1993;
	Law #92 Criterion: 67;
	Law #93 Criterion: 463;
	Law #94 Criterion: 1823;
	Law #96 Criterion: 277;
	Law #101 Criterion: 1063;
	Law #102 Criterion: 1747;
	Law #104 Criterion: 1367;
	Law #105 Criterion: 769;
	Law #108 Criterion: 151;
	Law #109 Criterion: 1933;
	Law #110 Criterion: 421;
	Law #111 Criterion: 1301;
	Law #114 Criterion: 1091;
	Law #118 Criterion: 1619;
	Law #119 Criterion: 521;
	Law #120 Criterion: 877;
	Law #121 Criterion: 1109;
	Law #123 Criterion: 1061;
	Law #125 Criterion: 71;
	Law #126 Criterion: 1321;
	Law #127 Criterion: 1907;
	Law #128 Criterion: 1913;
	Law #129 Criterion: 641;
	Law #130 Criterion: 1187;
	Law #131 Criterion: 1297;
	Law #132 Criterion: 821;
	Law #133 Criterion: 683;
	Law #134 Criterion: 1021;
	Law #135 Criterion: 1619;
	Law #136 Criterion: 227;
	Law #137 Criterion: 53;
	Law #138 Criterion: 797;
	Law #140 Criterion: 1931;
	Law #141 Criterion: 191;
	Law #143 Criterion: 1459;
	Law #147 Criterion: 1523;
	Law #148 Criterion: 3;
	Law #150 Criterion: 439;
	Law #151 Criterion: 1307;
	Law #153 Criterion: 1367;
	Law #157 Criterion: 1511;
	Law #159 Criterion: 1889;
	Law #162 Criterion: 103;
	Law #164 Criterion: 263;
	Law #165 Criterion: 599;
	Law #167 Criterion: 1063;
	Law #169 Criterion: 37;
	Law #171 Criterion: 23;
	Law #173 Criterion: 859;
	Law #175 Criterion: 1117;
	Law #176 Criterion: 1013;
Person #134
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 1951;
	Law #6 Criterion: 1361;
	Law #8 Criterion: 137;
	Law #13 Criterion: 461;
	Law #16 Criterion: 691;
	Law #17 Criterion: 743;
	Law #18 Criterion: 853;
	Law #22 Criterion: 1193;
	Law #23 Criterion: 1097;
	Law #24 Criterion: 1409;
	Law #25 Criterion: 109;
	Law #26 Criterion: 11;
	Law #30 Criterion: 503;
	Law #31 Criterion: 733;
	Law #32 Criterion: 1201;
	Law #33 Criterion: 757;
	Law #34 Criterion: 1249;
	Law #35 Criterion: 131;
	Law #36 Criterion: 263;
	Law #37 Criterion: 1999;
	Law #38 Criterion: 757;
	Law #39 Criterion: 431;
	Law #40 Criterion: 1783;
	Law #43 Criterion: 977;
	Law #50 Criterion: 563;
	Law #54 Criterion: 1741;
	Law #55 Criterion: 787;
	Law #56 Criterion: 1373;
	Law #58 Criterion: 863;
	Law #62 Criterion: 1009;
	Law #64 Criterion: 1279;
	Law #65 Criterion: 1931;
	Law #66 Criterion: 673;
	Law #68 Criterion: 1163;
	Law #69 Criterion: 139;
	Law #72 Criterion: 641;
	Law #73 Criterion: 277;
	Law #75 Criterion: 197;
	Law #80 Criterion: 197;
	Law #81 Criterion: 1487;
	Law #83 Criterion: 53;
	Law #84 Criterion: 863;
	Law #85 Criterion: 523;
	Law #86 Criterion: 1381;
	Law #88 Criterion: 1061;
	Law #90 Criterion: 1163;
	Law #92 Criterion: 1097;
	Law #93 Criterion: 1373;
	Law #95 Criterion: 1229;
	Law #97 Criterion: 233;
	Law #98 Criterion: 1987;
	Law #99 Criterion: 1327;
	Law #101 Criterion: 163;
	Law #102 Criterion: 1217;
	Law #103 Criterion: 1973;
	Law #104 Criterion: 197;
	Law #105 Criterion: 1291;
	Law #106 Criterion: 977;
	Law #108 Criterion: 359;
	Law #109 Criterion: 937;
	Law #111 Criterion: 79;
	Law #112 Criterion: 1789;
	Law #114 Criterion: 1759;
	Law #119 Criterion: 421;
	Law #121 Criterion: 1789;
	Law #122 Criterion: 311;
	Law #123 Criterion: 881;
	Law #126 Criterion: 883;
	Law #128 Criterion: 1697;
	Law #129 Criterion: 673;
	Law #131 Criterion: 271;
	Law #135 Criterion: 937;
	Law #137 Criterion: 1487;
	Law #138 Criterion: 11;
	Law #139 Criterion: 503;
	Law #140 Criterion: 739;
	Law #141 Criterion: 1039;
	Law #145 Criterion: 1033;
	Law #146 Criterion: 883;
	Law #147 Criterion: 1531;
	Law #151 Criterion: 373;
	Law #152 Criterion: 1051;
	Law #156 Criterion: 613;
	Law #157 Criterion: 1567;
	Law #158 Criterion: 881;
	Law #159 Criterion: 43;
	Law #166 Criterion: 1237;
	Law #167 Criterion: 991;
	Law #169 Criterion: 1307;
	Law #170 Criterion: 997;
Person #135
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 491;
	Law #5 Criterion: 619;
	Law #6 Criterion: 1709;
	Law #7 Criterion: 233;
	Law #8 Criterion: 59;
	Law #9 Criterion: 1201;
	Law #12 Criterion: 1021;
	Law #15 Criterion: 1217;
	Law #22 Criterion: 71;
	Law #24 Criterion: 983;
	Law #28 Criterion: 1373;
	Law #30 Criterion: 1097;
	Law #31 Criterion: 569;
	Law #32 Criterion: 1069;
	Law #35 Criterion: 1063;
	Law #36 Criterion: 1237;
	Law #37 Criterion: 1487;
	Law #38 Criterion: 293;
	Law #41 Criterion: 1663;
	Law #44 Criterion: 509;
	Law #46 Criterion: 1487;
	Law #48 Criterion: 241;
	Law #49 Criterion: 1171;
	Law #50 Criterion: 1609;
	Law #53 Criterion: 1453;
	Law #54 Criterion: 1567;
	Law #55 Criterion: 1381;
	Law #57 Criterion: 857;
	Law #59 Criterion: 1471;
	Law #62 Criterion: 983;
	Law #64 Criterion: 751;
	Law #65 Criterion: 977;
	Law #68 Criterion: 173;
	Law #69 Criterion: 211;
	Law #75 Criterion: 719;
	Law #77 Criterion: 617;
	Law #81 Criterion: 1249;
	Law #82 Criterion: 1471;
	Law #83 Criterion: 37;
	Law #84 Criterion: 1873;
	Law #85 Criterion: 683;
	Law #86 Criterion: 1613;
	Law #90 Criterion: 293;
	Law #94 Criterion: 1553;
	Law #95 Criterion: 1999;
	Law #96 Criterion: 683;
	Law #98 Criterion: 1181;
	Law #99 Criterion: 409;
	Law #101 Criterion: 1867;
	Law #102 Criterion: 73;
	Law #103 Criterion: 1637;
	Law #105 Criterion: 1181;
	Law #106 Criterion: 137;
	Law #107 Criterion: 1811;
	Law #110 Criterion: 937;
	Law #111 Criterion: 1733;
	Law #113 Criterion: 233;
	Law #118 Criterion: 109;
	Law #121 Criterion: 1693;
	Law #123 Criterion: 757;
	Law #124 Criterion: 1109;
	Law #126 Criterion: 2;
	Law #128 Criterion: 1031;
	Law #129 Criterion: 157;
	Law #130 Criterion: 1471;
	Law #131 Criterion: 89;
	Law #134 Criterion: 347;
	Law #135 Criterion: 761;
	Law #139 Criterion: 457;
	Law #142 Criterion: 947;
	Law #145 Criterion: 1453;
	Law #146 Criterion: 1051;
	Law #148 Criterion: 1319;
	Law #152 Criterion: 881;
	Law #153 Criterion: 1523;
	Law #154 Criterion: 701;
	Law #155 Criterion: 79;
	Law #159 Criterion: 1627;
	Law #161 Criterion: 1607;
	Law #162 Criterion: 1787;
	Law #163 Criterion: 1847;
	Law #164 Criterion: 1193;
	Law #165 Criterion: 419;
	Law #167 Criterion: 79;
	Law #168 Criterion: 607;
	Law #169 Criterion: 149;
	Law #173 Criterion: 463;
	Law #175 Criterion: 1901;
Person #136
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #1 Criterion: 509;
	Law #2 Criterion: 227;
	Law #6 Criterion: 223;
	Law #9 Criterion: 1747;
	Law #11 Criterion: 19;
	Law #13 Criterion: 1567;
	Law #14 Criterion: 1627;
	Law #15 Criterion: 631;
	Law #16 Criterion: 1979;
	Law #17 Criterion: 1103;
	Law #18 Criterion: 1747;
	Law #22 Criterion: 661;
	Law #23 Criterion: 839;
	Law #24 Criterion: 157;
	Law #25 Criterion: 683;
	Law #26 Criterion: 1483;
	Law #31 Criterion: 379;
	Law #33 Criterion: 19;
	Law #36 Criterion: 787;
	Law #37 Criterion: 7;
	Law #40 Criterion: 727;
	Law #41 Criterion: 1321;
	Law #42 Criterion: 1097;
	Law #43 Criterion: 1373;
	Law #47 Criterion: 137;
	Law #48 Criterion: 271;
	Law #57 Criterion: 823;
	Law #61 Criterion: 1373;
	Law #62 Criterion: 863;
	Law #63 Criterion: 1511;
	Law #66 Criterion: 1993;
	Law #67 Criterion: 1097;
	Law #70 Criterion: 59;
	Law #71 Criterion: 1907;
	Law #75 Criterion: 1283;
	Law #76 Criterion: 907;
	Law #78 Criterion: 1999;
	Law #79 Criterion: 683;
	Law #80 Criterion: 1321;
	Law #81 Criterion: 1543;
	Law #82 Criterion: 977;
	Law #86 Criterion: 13;
	Law #88 Criterion: 1223;
	Law #93 Criterion: 1327;
	Law #94 Criterion: 1117;
	Law #96 Criterion: 1637;
	Law #97 Criterion: 1523;
	Law #98 Criterion: 307;
	Law #100 Criterion: 1861;
	Law #101 Criterion: 787;
	Law #102 Criterion: 1607;
	Law #104 Criterion: 631;
	Law #105 Criterion: 1063;
	Law #107 Criterion: 487;
	Law #110 Criterion: 701;
	Law #113 Criterion: 1429;
	Law #114 Criterion: 1523;
	Law #115 Criterion: 7;
	Law #118 Criterion: 1579;
	Law #120 Criterion: 293;
	Law #121 Criterion: 191;
	Law #124 Criterion: 1217;
	Law #126 Criterion: 401;
	Law #128 Criterion: 1399;
	Law #129 Criterion: 1867;
	Law #130 Criterion: 1523;
	Law #131 Criterion: 1297;
	Law #133 Criterion: 379;
	Law #134 Criterion: 1601;
	Law #136 Criterion: 641;
	Law #137 Criterion: 1481;
	Law #138 Criterion: 1279;
	Law #139 Criterion: 1801;
	Law #142 Criterion: 1609;
	Law #143 Criterion: 1669;
	Law #145 Criterion: 457;
	Law #146 Criterion: 313;
	Law #147 Criterion: 541;
	Law #149 Criterion: 821;
	Law #150 Criterion: 107;
	Law #152 Criterion: 59;
	Law #158 Criterion: 307;
	Law #159 Criterion: 1021;
	Law #160 Criterion: 137;
	Law #162 Criterion: 467;
	Law #163 Criterion: 257;
	Law #164 Criterion: 577;
	Law #165 Criterion: 1523;
	Law #167 Criterion: 1579;
	Law #168 Criterion: 937;
	Law #170 Criterion: 811;
	Law #171 Criterion: 1487;
	Law #172 Criterion: 881;
	Law #173 Criterion: 251;
	Law #175 Criterion: 431;
	Law #176 Criterion: 439;
Person #137
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 881;
	Law #3 Criterion: 13;
	Law #4 Criterion: 1493;
	Law #6 Criterion: 509;
	Law #8 Criterion: 1847;
	Law #11 Criterion: 1709;
	Law #13 Criterion: 389;
	Law #14 Criterion: 1637;
	Law #15 Criterion: 277;
	Law #18 Criterion: 331;
	Law #21 Criterion: 1423;
	Law #22 Criterion: 211;
	Law #24 Criterion: 887;
	Law #29 Criterion: 389;
	Law #33 Criterion: 1697;
	Law #34 Criterion: 1753;
	Law #35 Criterion: 1399;
	Law #37 Criterion: 1783;
	Law #38 Criterion: 461;
	Law #39 Criterion: 163;
	Law #40 Criterion: 5;
	Law #42 Criterion: 127;
	Law #44 Criterion: 89;
	Law #47 Criterion: 1063;
	Law #48 Criterion: 101;
	Law #49 Criterion: 313;
	Law #50 Criterion: 1657;
	Law #51 Criterion: 881;
	Law #52 Criterion: 163;
	Law #56 Criterion: 601;
	Law #59 Criterion: 193;
	Law #60 Criterion: 131;
	Law #63 Criterion: 911;
	Law #64 Criterion: 211;
	Law #65 Criterion: 1049;
	Law #66 Criterion: 1709;
	Law #70 Criterion: 277;
	Law #72 Criterion: 1117;
	Law #74 Criterion: 1637;
	Law #75 Criterion: 1787;
	Law #76 Criterion: 73;
	Law #78 Criterion: 239;
	Law #81 Criterion: 1069;
	Law #82 Criterion: 1913;
	Law #83 Criterion: 1559;
	Law #85 Criterion: 1721;
	Law #88 Criterion: 947;
	Law #90 Criterion: 1531;
	Law #92 Criterion: 1489;
	Law #94 Criterion: 829;
	Law #97 Criterion: 1129;
	Law #102 Criterion: 757;
	Law #103 Criterion: 907;
	Law #106 Criterion: 311;
	Law #110 Criterion: 1153;
	Law #111 Criterion: 1019;
	Law #115 Criterion: 439;
	Law #116 Criterion: 1627;
	Law #117 Criterion: 1733;
	Law #122 Criterion: 103;
	Law #128 Criterion: 1451;
	Law #129 Criterion: 1657;
	Law #130 Criterion: 1039;
	Law #131 Criterion: 17;
	Law #134 Criterion: 1229;
	Law #138 Criterion: 1481;
	Law #140 Criterion: 311;
	Law #141 Criterion: 1663;
	Law #143 Criterion: 1669;
	Law #144 Criterion: 1459;
	Law #145 Criterion: 263;
	Law #146 Criterion: 797;
	Law #147 Criterion: 1987;
	Law #148 Criterion: 1451;
	Law #149 Criterion: 163;
	Law #151 Criterion: 1543;
	Law #153 Criterion: 1873;
	Law #155 Criterion: 263;
	Law #156 Criterion: 1879;
	Law #157 Criterion: 5;
	Law #158 Criterion: 1907;
	Law #159 Criterion: 1759;
	Law #160 Criterion: 863;
	Law #166 Criterion: 167;
	Law #170 Criterion: 883;
	Law #172 Criterion: 977;
	Law #173 Criterion: 149;
	Law #174 Criterion: 1699;
Person #138
Wants to be in party: 0
Strategy of voting: random
Votes for:
	Law #0 Criterion: 109;
	Law #1 Criterion: 1657;
	Law #5 Criterion: 1361;
	Law #6 Criterion: 307;
	Law #7 Criterion: 107;
	Law #8 Criterion: 1459;
	Law #11 Criterion: 971;
	Law #12 Criterion: 223;
	Law #16 Criterion: 1213;
	Law #18 Criterion: 443;
	Law #22 Criterion: 683;
	Law #24 Criterion: 1367;
	Law #25 Criterion: 193;
	Law #28 Criterion: 139;
	Law #30 Criterion: 643;
	Law #32 Criterion: 1609;
	Law #33 Criterion: 1531;
	Law #35 Criterion: 1583;
	Law #37 Criterion: 761;
	Law #39 Criterion: 463;
	Law #40 Criterion: 1783;
	Law #41 Criterion: 433;
	Law #43 Criterion: 1109;
	Law #46 Criterion: 997;
	Law #47 Criterion: 1567;
	Law #49 Criterion: 1091;
	Law #52 Criterion: 1409;
	Law #55 Criterion: 1877;
	Law #58 Criterion: 79;
	Law #59 Criterion: 277;
	Law #61 Criterion: 149;
	Law #65 Criterion: 197;
